sensitivity,specificity,prevalence,tolerance_frac_prev,z,tolerance,min_n
1,0.85,0.15,0.3,1.96,0.045,526.441481481481
0.8,0.9,0.15,0.3,1.96,0.045,630.974814814814
0.85,0.9,0.15,0.3,1.96,0.045,564.383209876543
0.9,0.9,0.15,0.3,1.96,0.045,508.656296296296
0.95,0.9,0.15,0.3,1.96,0.045,461.454784057414
1,0.9,0.15,0.3,1.96,0.045,421.047791495199
0.8,0.95,0.15,0.3,1.96,0.045,458.98951989026
0.85,0.95,0.15,0.3,1.96,0.045,418.248271604938
0.9,0.95,0.15,0.3,1.96,0.045,383.33946089111
0.95,0.95,0.15,0.3,1.96,0.045,353.127413504039
1,0.95,0.15,0.3,1.96,0.045,326.748174139051
0.8,1,0.15,0.3,1.96,0.045,313.019259259259
0.85,1,0.15,0.3,1.96,0.045,292.095511982571
0.9,1,0.15,0.3,1.96,0.045,273.496625514403
0.95,1,0.15,0.3,1.96,0.045,256.855516569201
1,1,0.15,0.3,1.96,0.045,241.878518518518
0.8,0.8,0.155,0.3,1.96,0.0465,1022.329211598
0.85,0.8,0.155,0.3,1.96,0.0465,884.336671654074
0.9,0.8,0.155,0.3,1.96,0.0465,773.494998265695
0.95,0.8,0.155,0.3,1.96,0.0465,682.985657429889
1,0.8,0.155,0.3,1.96,0.0465,608.020145681581
0.8,0.85,0.155,0.3,1.96,0.0465,790.036610286375
0.85,0.85,0.155,0.3,1.96,0.0465,694.995287316452
0.9,0.85,0.155,0.3,1.96,0.0465,617.051540447836
0.95,0.85,0.155,0.3,1.96,0.0465,552.221671869579
1,0.85,0.155,0.3,1.96,0.0465,497.63159345181
0.8,0.9,0.155,0.3,1.96,0.0465,598.366312868539
0.85,0.9,0.155,0.3,1.96,0.0465,535.32482059583
0.9,0.9,0.155,0.3,1.96,0.0465,482.542980691409
0.95,0.9,0.155,0.3,1.96,0.0465,437.815060868688
1,0.9,0.155,0.3,1.96,0.0465,399.508435914235
0.8,0.95,0.155,0.3,1.96,0.0465,437.805497873871
0.85,0.95,0.155,0.3,1.96,0.0465,398.984072147068
0.9,0.95,0.155,0.3,1.96,0.0465,365.703249234565
0.95,0.95,0.155,0.3,1.96,0.0465,336.886378700741
1,0.95,0.155,0.3,1.96,0.0465,311.714031801668
0.8,1,0.155,0.3,1.96,0.0465,301.544946236559
0.85,1,0.155,0.3,1.96,0.0465,281.296158549441
0.9,1,0.155,0.3,1.96,0.0465,263.297236160892
0.95,1,0.155,0.3,1.96,0.0465,247.192937181664
1,1,0.155,0.3,1.96,0.0465,232.699068100358
0.8,0.8,0.16,0.3,1.96,0.048,965.142716049382
0.85,0.8,0.16,0.3,1.96,0.048,834.99865877712
0.9,0.8,0.16,0.3,1.96,0.048,730.426666666666
0.95,0.8,0.16,0.3,1.96,0.048,645.009382716049
1,0.8,0.16,0.3,1.96,0.048,574.239166666666
0.8,0.85,0.16,0.3,1.96,0.048,747.782846811308
0.85,0.85,0.16,0.3,1.96,0.048,657.947499999999
0.9,0.85,0.16,0.3,1.96,0.048,584.243333333333
0.95,0.85,0.16,0.3,1.96,0.048,522.915707465277
1,0.85,0.16,0.3,1.96,0.048,471.255098039215
0.8,0.9,0.16,0.3,1.96,0.048,568.454444444444
0.85,0.9,0.16,0.3,1.96,0.048,508.656296296296
0.9,0.9,0.16,0.3,1.96,0.048,458.565989583333
0.95,0.9,0.16,0.3,1.96,0.048,416.099484813533
1,0.9,0.16,0.3,1.96,0.048,379.713703703704
0.8,0.95,0.16,0.3,1.96,0.048,418.248271604938
0.85,0.95,0.16,0.3,1.96,0.048,381.190013020833
0.9,0.95,0.16,0.3,1.96,0.048,349.405040369089
0.95,0.95,0.16,0.3,1.96,0.048,321.870682441701
1,0.95,0.16,0.3,1.96,0.048,297.808245614035
0.8,1,0.16,0.3,1.96,0.048,290.787777777778
0.85,1,0.16,0.3,1.96,0.048,271.171764705882
0.9,1,0.16,0.3,1.96,0.048,253.735308641975
0.95,1,0.16,0.3,1.96,0.048,238.134269005848
1,1,0.16,0.3,1.96,0.048,224.093333333333
0.8,0.8,0.165,0.3,1.96,0.0495,912.826943282431
0.85,0.8,0.165,0.3,1.96,0.0495,789.847881383918
0.9,0.8,0.165,0.3,1.96,0.0495,691.000689725537
0.95,0.8,0.165,0.3,1.96,0.0495,610.233820131732
1,0.8,0.165,0.3,1.96,0.0495,543.295761656973
0.8,0.85,0.165,0.3,1.96,0.0495,709.043819004098
0.85,0.85,0.165,0.3,1.96,0.0495,623.967529843893
0.9,0.85,0.165,0.3,1.96,0.0495,554.139988436554
0.95,0.85,0.165,0.3,1.96,0.0495,496.015586164676
1,0.85,0.165,0.3,1.96,0.0495,447.034995948792
0.8,0.9,0.165,0.3,1.96,0.0495,540.936002448729
0.85,0.9,0.165,0.3,1.96,0.0495,484.10980104071
0.9,0.9,0.165,0.3,1.96,0.0495,436.486660544842
0.95,0.9,0.165,0.3,1.96,0.0495,396.093758048133
1,0.9,0.165,0.3,1.96,0.0495,361.469870874854
0.8,0.95,0.165,0.3,1.96,0.0495,400.1432579442
0.85,0.95,0.165,0.3,1.96,0.0495,364.708984797469
0.9,0.95,0.165,0.3,1.96,0.0495,334.302416228271
0.95,0.95,0.165,0.3,1.96,0.0495,307.950393774381
1,0.95,0.165,0.3,1.96,0.0495,284.911601071856
0.8,1,0.165,0.3,1.96,0.0495,280.682558922559
0.85,1,0.165,0.3,1.96,0.0495,261.660970489206
0.9,1,0.165,0.3,1.96,0.0495,244.752891881781
0.95,1,0.165,0.3,1.96,0.0495,229.624611022506
1,1,0.165,0.3,1.96,0.0495,216.009158249158
0.8,0.8,0.17,0.3,1.96,0.051,864.831809987611
0.85,0.8,0.17,0.3,1.96,0.051,748.412361745254
0.9,0.8,0.17,0.3,1.96,0.051,654.807289504036
0.95,0.8,0.17,0.3,1.96,0.051,578.299553163313
1,0.8,0.17,0.3,1.96,0.051,514.871880046136
0.8,0.85,0.17,0.3,1.96,0.051,673.42771087133
0.85,0.85,0.17,0.3,1.96,0.051,592.714248366012
0.9,0.85,0.17,0.3,1.96,0.051,526.441481481481
0.95,0.85,0.17,0.3,1.96,0.051,471.255098039215
1,0.85,0.17,0.3,1.96,0.051,424.733245584277
0.8,0.9,0.17,0.3,1.96,0.051,515.550080738177
0.85,0.9,0.17,0.3,1.96,0.051,461.454784057414
0.9,0.9,0.17,0.3,1.96,0.051,416.099484813533
0.95,0.9,0.17,0.3,1.96,0.051,377.613290390041
1,0.9,0.17,0.3,1.96,0.051,344.610014951514
0.8,0.95,0.17,0.3,1.96,0.051,383.33946089111
0.85,0.95,0.17,0.3,1.96,0.051,349.405040369088
0.9,0.95,0.17,0.3,1.96,0.051,320.27208678057
0.95,0.95,0.17,0.3,1.96,0.051,295.012984369734
1,0.95,0.17,0.3,1.96,0.051,272.920808595884
0.8,1,0.17,0.3,1.96,0.051,271.171764705882
0.85,1,0.17,0.3,1.96,0.051,252.709634755863
0.9,1,0.17,0.3,1.96,0.051,236.298852578068
0.95,1,0.17,0.3,1.96,0.051,221.615521155831
1,1,0.17,0.3,1.96,0.051,208.400522875817
0.8,0.8,0.175,0.3,1.96,0.0525,820.683456790123
0.85,0.8,0.175,0.3,1.96,0.0525,710.285443786982
0.9,0.8,0.175,0.3,1.96,0.0525,621.493333333333
0.95,0.8,0.175,0.3,1.96,0.0525,548.896790123457
1,0.8,0.175,0.3,1.96,0.0525,488.693333333333
0.8,0.85,0.175,0.3,1.96,0.0525,640.596554898093
0.85,0.85,0.175,0.3,1.96,0.0525,563.893333333333
0.9,0.85,0.175,0.3,1.96,0.0525,500.888888888888
0.95,0.85,0.175,0.3,1.96,0.0525,448.404444444444
1,0.85,0.175,0.3,1.96,0.0525,404.14431372549
0.8,0.9,0.175,0.3,1.96,0.0525,492.07111111111
0.85,0.9,0.175,0.3,1.96,0.0525,440.491851851851
0.9,0.9,0.175,0.3,1.96,0.0525,397.226666666666
0.95,0.9,0.175,0.3,1.96,0.0525,360.498331410995
1,0.9,0.175,0.3,1.96,0.0525,328.989629629629
0.8,0.95,0.175,0.3,1.96,0.0525,367.705679012345
0.85,0.95,0.175,0.3,1.96,0.0525,335.16
0.9,0.95,0.175,0.3,1.96,0.0525,307.206828143022
0.95,0.95,0.175,0.3,1.96,0.0525,282.960548696845
1,0.95,0.175,0.3,1.96,0.0525,261.74596491228
0.8,1,0.175,0.3,1.96,0.0525,262.204444444444
0.85,1,0.175,0.3,1.96,0.0525,244.269803921568
0.9,1,0.175,0.3,1.96,0.0525,228.327901234568
0.95,1,0.175,0.3,1.96,0.0525,214.064093567251
1,1,0.175,0.3,1.96,0.0525,201.226666666667
0.8,0.8,0.18,0.3,1.96,0.054,779.971857948483
0.85,0.8,0.18,0.3,1.96,0.054,675.115183805326
0.9,0.8,0.18,0.3,1.96,0.054,590.753141289437
0.95,0.8,0.18,0.3,1.96,0.054,521.757317482091
1,0.8,0.18,0.3,1.96,0.054,464.52268861454
0.8,0.85,0.18,0.3,1.96,0.054,610.257528429152
0.85,0.85,0.18,0.3,1.96,0.054,537.249711934156
0.9,0.85,0.18,0.3,1.96,0.054,477.257759487883
0.95,0.85,0.18,0.3,1.96,0.054,427.264372427983
1,0.85,0.18,0.3,1.96,0.054,385.089944323408
0.8,0.9,0.18,0.3,1.96,0.054,470.303209876543
0.85,0.9,0.18,0.3,1.96,0.054,421.047791495199
0.9,0.9,0.18,0.3,1.96,0.054,379.713703703704
0.95,0.9,0.18,0.3,1.96,0.054,344.610014951514
1,0.9,0.18,0.3,1.96,0.054,314.483060509069
0.8,0.95,0.18,0.3,1.96,0.054,353.127413504039
0.85,0.95,0.18,0.3,1.96,0.054,321.870682441701
0.9,0.95,0.18,0.3,1.96,0.054,295.012984369734
0.95,0.95,0.18,0.3,1.96,0.054,271.707535097969
1,0.95,0.18,0.3,1.96,0.054,251.308480254133
0.8,1,0.18,0.3,1.96,0.054,253.735308641975
0.85,1,0.18,0.3,1.96,0.054,236.298852578068
0.9,1,0.18,0.3,1.96,0.054,220.799780521262
0.95,1,0.18,0.3,1.96,0.054,206.932189733593
1,1,0.18,0.3,1.96,0.054,194.451358024691
0.8,0.8,0.185,0.3,1.96,0.0555,742.340724869013
0.85,0.8,0.185,0.3,1.96,0.0555,642.595704087263
0.9,0.8,0.185,0.3,1.96,0.0555,562.320993425858
0.95,0.8,0.185,0.3,1.96,0.0555,496.647940192445
1,0.8,0.185,0.3,1.96,0.0555,442.153474555637
0.8,0.85,0.185,0.3,1.96,0.0555,582.15585467444
0.85,0.85,0.185,0.3,1.96,0.0555,512.561395990585
0.9,0.85,0.185,0.3,1.96,0.0555,455.352706219733
0.95,0.85,0.185,0.3,1.96,0.0555,407.66138787436
1,0.85,0.185,0.3,1.96,0.0555,367.414888592885
0.8,0.9,0.185,0.3,1.96,0.0555,450.075558802045
0.85,0.9,0.185,0.3,1.96,0.0555,402.971503395287
0.9,0.9,0.185,0.3,1.96,0.0555,363.42577388199
0.95,0.9,0.185,0.3,1.96,0.0555,329.827124826126
1,0.9,0.185,0.3,1.96,0.0555,300.980589959329
0.8,0.95,0.185,0.3,1.96,0.0555,339.504331719106
0.85,0.95,0.185,0.3,1.96,0.0555,309.446632578524
0.9,0.95,0.185,0.3,1.96,0.0555,283.608416451615
0.95,0.95,0.185,0.3,1.96,0.0555,261.178882345809
1,0.95,0.185,0.3,1.96,0.0555,241.539375392462
0.8,1,0.185,0.3,1.96,0.0555,245.723963963964
0.85,1,0.185,0.3,1.96,0.0555,228.758763469352
0.9,1,0.185,0.3,1.96,0.0555,213.678585251919
0.95,1,0.185,0.3,1.96,0.0555,200.185794215268
1,1,0.185,0.3,1.96,0.0555,188.042282282282
0.8,0.8,0.19,0.3,1.96,0.057,707.4792298485
0.85,0.8,0.19,0.3,1.96,0.057,612.460104356188
0.9,0.8,0.19,0.3,1.96,0.057,535.964986149584
0.95,0.8,0.19,0.3,1.96,0.057,473.365102424678
1,0.8,0.19,0.3,1.96,0.057,421.405429362881
0.8,0.85,0.19,0.3,1.96,0.057,556.068978092485
0.85,0.85,0.19,0.3,1.96,0.057,489.634422899353
0.9,0.85,0.19,0.3,1.96,0.057,435.00296706679
0.95,0.85,0.19,0.3,1.96,0.057,389.443825792551
1,0.85,0.19,0.3,1.96,0.057,350.983399054913
0.8,0.9,0.19,0.3,1.96,0.057,431.238608802708
0.85,0.9,0.19,0.3,1.96,0.057,386.130657638248
0.9,0.9,0.19,0.3,1.96,0.057,348.244764542936
0.95,0.9,0.19,0.3,1.96,0.057,316.043434562245
1,0.9,0.19,0.3,1.96,0.057,288.386038781163
0.8,0.95,0.19,0.3,1.96,0.057,326.748174139051
0.85,0.95,0.19,0.3,1.96,0.057,297.808245614035
0.9,0.95,0.19,0.3,1.96,0.057,272.920808595884
0.95,0.95,0.19,0.3,1.96,0.057,251.308480254133
1,0.95,0.19,0.3,1.96,0.057,232.377874325703
0.8,1,0.19,0.3,1.96,0.057,238.134269005848
0.85,1,0.19,0.3,1.96,0.057,221.615521155831
0.9,1,0.19,0.3,1.96,0.057,206.932189733593
0.95,1,0.19,0.3,1.96,0.057,193.794472145275
1,1,0.19,0.3,1.96,0.057,181.970526315789
0.8,0.8,0.195,0.3,1.96,0.0585,675.115183805326
0.85,0.8,0.195,0.3,1.96,0.0585,584.474617749058
0.9,0.8,0.195,0.3,1.96,0.0585,511.481966542479
0.95,0.8,0.195,0.3,1.96,0.0585,451.730451538543
1,0.8,0.195,0.3,1.96,0.0585,402.120581488786
0.8,0.85,0.195,0.3,1.96,0.0585,531.801758575213
0.85,0.85,0.195,0.3,1.96,0.0585,468.298680692526
0.9,0.85,0.195,0.3,1.96,0.0585,416.058741081647
0.95,0.85,0.195,0.3,1.96,0.0585,372.478606180144
1,0.85,0.195,0.3,1.96,0.0585,335.676334712715
0.8,0.9,0.195,0.3,1.96,0.0585,413.66094236248
0.85,0.9,0.195,0.3,1.96,0.0585,370.408929797648
0.9,0.9,0.195,0.3,1.96,0.0585,334.066815691431
0.95,0.9,0.195,0.3,1.96,0.0585,303.165507061083
1,0.9,0.195,0.3,1.96,0.0585,276.614782022873
0.8,0.95,0.195,0.3,1.96,0.0585,314.781017686545
0.85,0.95,0.195,0.3,1.96,0.0585,286.885210022646
0.9,0.95,0.195,0.3,1.96,0.0585,262.886261810496
0.95,0.95,0.195,0.3,1.96,0.0585,242.037890962285
1,0.95,0.195,0.3,1.96,0.0585,223.770234879331
0.8,1,0.195,0.3,1.96,0.0585,230.933789173789
0.85,1,0.195,0.3,1.96,0.0585,214.838598960952
0.9,1,0.195,0.3,1.96,0.0585,200.531763216208
0.95,1,0.195,0.3,1.96,0.0585,187.730910181436
1,1,0.195,0.3,1.96,0.0585,176.210142450142
0.8,0.8,0.2,0.3,1.96,0.06,645.009382716049
0.85,0.8,0.2,0.3,1.96,0.06,558.433767258382
0.9,0.8,0.2,0.3,1.96,0.06,488.693333333333
0.95,0.8,0.2,0.3,1.96,0.06,431.587160493827
1,0.8,0.2,0.3,1.96,0.06,384.16
0.8,0.85,0.2,0.3,1.96,0.06,509.1824852071
0.85,0.85,0.2,0.3,1.96,0.06,448.404444444444
0.9,0.85,0.2,0.3,1.96,0.06,398.388148148148
0.95,0.85,0.2,0.3,1.96,0.06,356.648541666666
1,0.85,0.2,0.3,1.96,0.06,321.388758169934
0.8,0.9,0.2,0.3,1.96,0.06,397.226666666666
0.85,0.9,0.2,0.3,1.96,0.06,355.703703703703
0.9,0.9,0.2,0.3,1.96,0.06,320.800277777777
0.95,0.9,0.2,0.3,1.96,0.06,291.110865051903
1,0.9,0.2,0.3,1.96,0.06,265.592098765432
0.8,0.95,0.2,0.3,1.96,0.06,303.533827160494
0.85,0.95,0.2,0.3,1.96,0.06,276.615208333333
0.9,0.95,0.2,0.3,1.96,0.06,253.448119953864
0.95,0.95,0.2,0.3,1.96,0.06,233.315281207133
1,0.95,0.2,0.3,1.96,0.06,215.668771929824
0.8,1,0.2,0.3,1.96,0.06,224.093333333333
0.85,1,0.2,0.3,1.96,0.06,208.400522875817
0.9,1,0.2,0.3,1.96,0.06,194.451358024691
0.95,1,0.2,0.3,1.96,0.06,181.970526315789
1,1,0.2,0.3,1.96,0.06,170.737777777778
0.8,0.8,0.205,0.3,1.96,0.0615,616.950899009261
0.85,0.8,0.205,0.3,1.96,0.0615,534.156331196679
0.9,0.8,0.205,0.3,1.96,0.0615,467.441538766607
0.95,0.8,0.205,0.3,1.96,0.0615,412.796863712811
1,0.8,0.205,0.3,1.96,0.0615,367.401086654769
0.8,0.85,0.205,0.3,1.96,0.0615,488.059553230775
0.85,0.85,0.205,0.3,1.96,0.0615,429.819488399762
0.9,0.85,0.205,0.3,1.96,0.0615,381.874693634741
0.95,0.85,0.205,0.3,1.96,0.0615,341.850091876528
1,0.85,0.205,0.3,1.96,0.0615,308.027931086771
0.8,0.9,0.205,0.3,1.96,0.0615,381.833236829929
0.85,0.9,0.205,0.3,1.96,0.0615,341.924152730958
0.9,0.9,0.205,0.3,1.96,0.0615,308.36400555225
0.95,0.9,0.205,0.3,1.96,0.0615,279.806462247051
1,0.9,0.205,0.3,1.96,0.0615,255.251792804107
0.8,0.95,0.205,0.3,1.96,0.0615,292.945241001461
0.85,0.95,0.205,0.3,1.96,0.0615,266.942827681935
0.9,0.95,0.205,0.3,1.96,0.0615,244.555984979007
0.95,0.95,0.205,0.3,1.96,0.0615,225.094526365438
1,0.95,0.205,0.3,1.96,0.0615,208.031037498565
0.8,1,0.205,0.3,1.96,0.0615,217.586558265583
0.85,1,0.205,0.3,1.96,0.0615,202.27649928264
0.9,1,0.205,0.3,1.96,0.0615,188.667557964469
0.95,1,0.205,0.3,1.96,0.0615,176.491136785052
1,1,0.205,0.3,1.96,0.0615,165.532357723577
0.8,0.8,0.21,0.3,1.96,0.063,590.753141289437
0.85,0.8,0.21,0.3,1.96,0.063,511.481966542479
0.9,0.8,0.21,0.3,1.96,0.063,447.587160493827
0.95,0.8,0.21,0.3,1.96,0.063,395.237091906722
1,0.8,0.21,0.3,1.96,0.063,351.735308641975
0.8,0.85,0.21,0.3,1.96,0.063,468.298680692527
0.85,0.85,0.21,0.3,1.96,0.063,412.426666666666
0.9,0.85,0.21,0.3,1.96,0.063,366.415144032922
0.95,0.85,0.21,0.3,1.96,0.063,327.991481481481
1,0.85,0.21,0.3,1.96,0.063,295.511633986928
0.8,0.9,0.21,0.3,1.96,0.063,367.389629629629
0.85,0.9,0.21,0.3,1.96,0.063,328.98962962963
0.9,0.9,0.21,0.3,1.96,0.063,296.685925925926
0.95,0.9,0.21,0.3,1.96,0.063,269.187399718057
1,0.9,0.21,0.3,1.96,0.063,245.535034293553
0.8,0.95,0.21,0.3,1.96,0.063,282.960548696845
0.85,0.95,0.21,0.3,1.96,0.063,257.818641975308
0.9,0.95,0.21,0.3,1.96,0.063,236.16488700927
0.95,0.95,0.21,0.3,1.96,0.063,217.33445511355
1,0.95,0.21,0.3,1.96,0.063,200.819129304743
0.8,1,0.21,0.3,1.96,0.063,211.38962962963
0.85,1,0.21,0.3,1.96,0.063,196.444095860566
0.9,1,0.21,0.3,1.96,0.063,183.159176954733
0.95,1,0.21,0.3,1.96,0.063,171.272670565302
1,1,0.21,0.3,1.96,0.063,160.574814814815
0.8,0.8,0.215,0.3,1.96,0.0645,566.250542101503
0.85,0.8,0.215,0.3,1.96,0.0645,490.268370108902
0.9,0.8,0.215,0.3,1.96,0.0645,429.006439516856
0.95,0.8,0.215,0.3,1.96,0.0645,378.799114903618
1,0.8,0.215,0.3,1.96,0.0645,337.066291689201
0.8,0.85,0.215,0.3,1.96,0.0645,449.780566583781
0.85,0.85,0.215,0.3,1.96,0.0645,396.121877291028
0.9,0.85,0.215,0.3,1.96,0.0645,351.917738917934
0.95,0.85,0.215,0.3,1.96,0.0645,314.991115918514
1,0.85,0.215,0.3,1.96,0.0645,283.766751573894
0.8,0.9,0.215,0.3,1.96,0.0645,353.814804398774
0.85,0.9,0.215,0.3,1.96,0.0645,316.828309196162
0.9,0.9,0.215,0.3,1.96,0.0645,285.701830418845
0.95,0.9,0.215,0.3,1.96,0.0645,259.195843309423
1,0.9,0.215,0.3,1.96,0.0645,236.38938258251
0.8,0.95,0.215,0.3,1.96,0.0645,273.530825738304
0.85,0.95,0.215,0.3,1.96,0.0645,249.198435190193
0.9,0.95,0.215,0.3,1.96,0.0645,228.234581790213
0.95,0.95,0.215,0.3,1.96,0.0645,209.998209806064
1,0.95,0.215,0.3,1.96,0.0645,193.999105063904
0.8,1,0.215,0.3,1.96,0.0645,205.480930232558
0.85,1,0.215,0.3,1.96,0.0645,190.882967016264
0.9,1,0.215,0.3,1.96,0.0645,177.906999712891
0.95,1,0.215,0.3,1.96,0.0645,166.29692370461
1,1,0.215,0.3,1.96,0.0645,155.847855297158
0.8,0.8,0.22,0.3,1.96,0.066,543.295761656973
0.85,0.8,0.22,0.3,1.96,0.066,470.388881607902
0.9,0.8,0.22,0.3,1.96,0.066,411.589201101928
0.95,0.8,0.22,0.3,1.96,0.066,363.386119783695
1,0.8,0.22,0.3,1.96,0.066,323.308209366391
0.8,0.85,0.22,0.3,1.96,0.066,432.398911981569
0.85,0.85,0.22,0.3,1.96,0.066,380.812341597796
0.9,0.85,0.22,0.3,1.96,0.066,338.300679522497
0.95,0.85,0.22,0.3,1.96,0.066,302.776241965105
1,0.85,0.22,0.3,1.96,0.066,272.728076486793
0.8,0.9,0.22,0.3,1.96,0.066,341.036400367309
0.85,0.9,0.22,0.3,1.96,0.066,305.376039179675
0.9,0.9,0.22,0.3,1.96,0.066,275.35435261708
0.95,0.9,0.22,0.3,1.96,0.066,249.780106697678
1,0.9,0.22,0.3,1.96,0.066,227.767958371595
0.8,0.95,0.22,0.3,1.96,0.066,264.612198755229
0.85,0.95,0.22,0.3,1.96,0.066,241.042541322314
0.9,0.95,0.22,0.3,1.96,0.066,220.728953454011
0.95,0.95,0.22,0.3,1.96,0.066,203.052702558696
1,0.95,0.22,0.3,1.96,0.066,187.540484268522
0.8,1,0.22,0.3,1.96,0.066,199.840808080808
0.85,1,0.22,0.3,1.96,0.066,185.574616755793
0.9,1,0.22,0.3,1.96,0.066,172.893557800224
0.95,1,0.22,0.3,1.96,0.066,161.547347155768
1,1,0.22,0.3,1.96,0.066,151.335757575757
0.8,0.8,0.225,0.3,1.96,0.0675,521.757317482091
0.85,0.8,0.225,0.3,1.96,0.0675,451.730451538542
0.9,0.8,0.225,0.3,1.96,0.0675,395.237091906721
0.95,0.8,0.225,0.3,1.96,0.0675,348.911665904588
1,0.8,0.225,0.3,1.96,0.0675,310.384417009602
0.8,0.85,0.225,0.3,1.96,0.0675,416.058741081647
0.85,0.85,0.225,0.3,1.96,0.0675,366.415144032921
0.9,0.85,0.225,0.3,1.96,0.0675,325.490845907636
0.95,0.85,0.225,0.3,1.96,0.0675,291.281810699588
1,0.85,0.225,0.3,1.96,0.0675,262.337293633503
0.8,0.9,0.225,0.3,1.96,0.0675,328.989629629629
0.85,0.9,0.225,0.3,1.96,0.0675,294.57536351166
0.9,0.9,0.225,0.3,1.96,0.0675,265.592098765432
0.95,0.9,0.225,0.3,1.96,0.0675,240.893871587851
1,0.9,0.225,0.3,1.96,0.0675,219.628739521414
0.8,0.95,0.225,0.3,1.96,0.0675,256.165218716659
0.85,0.95,0.225,0.3,1.96,0.0675,233.315281207133
0.9,0.95,0.225,0.3,1.96,0.0675,213.615504767872
0.95,0.95,0.225,0.3,1.96,0.0675,196.468150857762
1,0.95,0.225,0.3,1.96,0.0675,181.415822684283
0.8,1,0.225,0.3,1.96,0.0675,194.451358024691
0.85,1,0.225,0.3,1.96,0.0675,180.502193173566
0.9,1,0.225,0.3,1.96,0.0675,168.102935528121
0.95,1,0.225,0.3,1.96,0.0675,157.008862897986
1,1,0.225,0.3,1.96,0.0675,147.024197530864
0.8,0.8,0.23,0.3,1.96,0.069,501.517567271114
0.85,0.8,0.23,0.3,1.96,0.069,434.191911649012
0.9,0.8,0.23,0.3,1.96,0.069,379.862079395085
0.95,0.8,0.23,0.3,1.96,0.069,335.298369623562
1,0.8,0.23,0.3,1.96,0.069,298.226288594833
0.8,0.85,0.23,0.3,1.96,0.069,400.674971122619
0.85,0.85,0.23,0.3,1.96,0.069,352.855988237765
0.9,0.85,0.23,0.3,1.96,0.069,313.422703913743
0.95,0.85,0.23,0.3,1.96,0.069,280.449508506616
1,0.85,0.23,0.3,1.96,0.069,252.542114484105
0.8,0.9,0.23,0.3,1.96,0.069,317.616332703213
0.85,0.9,0.23,0.3,1.96,0.069,284.37468879087
0.9,0.9,0.23,0.3,1.96,0.069,256.368905692081
0.95,0.9,0.23,0.3,1.96,0.069,232.495521963706
1,0.9,0.23,0.3,1.96,0.069,211.933959719013
0.8,0.95,0.23,0.3,1.96,0.069,248.154324254942
0.85,0.95,0.23,0.3,1.96,0.069,225.984480151228
0.9,0.95,0.23,0.3,1.96,0.069,206.8649203847
0.95,0.95,0.23,0.3,1.96,0.069,190.217679551707
1,0.95,0.23,0.3,1.96,0.069,175.600347560773
0.8,1,0.23,0.3,1.96,0.069,189.296231884058
0.85,1,0.23,0.3,1.96,0.069,175.650309747087
0.9,1,0.23,0.3,1.96,0.069,163.520601180891
0.95,1,0.23,0.3,1.96,0.069,152.667704042715
1,1,0.23,0.3,1.96,0.069,142.900096618357
0.8,0.8,0.235,0.3,1.96,0.0705,482.47098592179
0.85,0.8,0.235,0.3,1.96,0.0705,417.682497439647
0.9,0.8,0.235,0.3,1.96,0.0705,365.385169760072
0.95,0.8,0.235,0.3,1.96,0.0705,322.476780398929
1,0.8,0.235,0.3,1.96,0.0705,286.772222725215
0.8,0.85,0.235,0.3,1.96,0.0705,386.171189774424
0.85,0.85,0.235,0.3,1.96,0.0705,340.068133393692
0.9,0.85,0.235,0.3,1.96,0.0705,302.037370353604
0.95,0.85,0.235,0.3,1.96,0.0705,270.226928222926
1,0.85,0.235,0.3,1.96,0.0705,243.295536441829
0.8,0.9,0.235,0.3,1.96,0.0705,306.864169810371
0.85,0.9,0.235,0.3,1.96,0.0705,274.727570377077
0.9,0.9,0.235,0.3,1.96,0.0705,247.643205070167
0.95,0.9,0.235,0.3,1.96,0.0705,224.547573606209
1,0.9,0.235,0.3,1.96,0.0705,204.649593078819
0.8,0.95,0.235,0.3,1.96,0.0705,240.547380469348
0.85,0.95,0.235,0.3,1.96,0.0705,219.021053266938
0.9,0.95,0.235,0.3,1.96,0.0705,200.45069127398
0.95,0.95,0.235,0.3,1.96,0.0705,184.276978491158
1,0.95,0.235,0.3,1.96,0.0705,170.07164375402
0.8,1,0.235,0.3,1.96,0.0705,184.360472813239
0.85,1,0.235,0.3,1.96,0.0705,171.00488944514
0.9,1,0.235,0.3,1.96,0.0705,159.133259784607
0.95,1,0.235,0.3,1.96,0.0705,148.511275351499
1,1,0.235,0.3,1.96,0.0705,138.951489361702
0.8,0.8,0.24,0.3,1.96,0.072,464.52268861454
0.85,0.8,0.24,0.3,1.96,0.072,402.120581488786
0.9,0.8,0.24,0.3,1.96,0.072,351.735308641975
0.95,0.8,0.24,0.3,1.96,0.072,310.384417009602
1,0.8,0.24,0.3,1.96,0.072,275.966790123457
0.8,0.85,0.24,0.3,1.96,0.072,372.478606180144
0.85,0.85,0.24,0.3,1.96,0.072,327.991481481481
0.9,0.85,0.24,0.3,1.96,0.072,291.281810699588
0.95,0.85,0.24,0.3,1.96,0.072,260.566857638889
1,0.85,0.24,0.3,1.96,0.072,234.555206971677
0.8,0.9,0.24,0.3,1.96,0.072,296.685925925926
0.85,0.9,0.24,0.3,1.96,0.072,265.592098765432
0.9,0.9,0.24,0.3,1.96,0.072,239.377476851852
0.95,0.9,0.24,0.3,1.96,0.072,217.016183519159
